2026-06-09 07:59:36,770 [INFO] --- STARTING SMOKE TEST ---
2026-06-09 07:59:37,605 [INFO] Smoke Test Passed in 0.84s. Architecture and memory bounds verified.
2026-06-09 07:59:37,606 [INFO] --- LAUNCHING latent-dimension K-scaling stress test ---
2026-06-09 07:59:37,606 [INFO] Total isolated tasks queued: 100
2026-06-09 07:59:37,606 [INFO] Active Python processes: 4; PyTorch threads per worker: 8
2026-06-09 07:59:37,606 [INFO] ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2026-06-09 07:59:37,608 [INFO] Worker recycling enabled: max_tasks_per_child=1
2026-06-09 09:05:10,567 [INFO] [Progress 72/100] Finished Latent K=16 (D=512, N=90, J=5-7) | Exact in 141.9s
2026-06-09 09:05:12,212 [INFO] [Worker 75] Spawned: Latent K=16 (D=512, N=90, J=5-7) | diagonal
2026-06-09 09:06:12,574 [INFO] [Progress 73/100] Finished Latent K=16 (D=512, N=90, J=5-7) | Diagonal in 86.9s
2026-06-09 09:06:14,240 [INFO] [Worker 76] Spawned: Latent K=16 (D=512, N=90, J=5-7) | diagonal
2026-06-09 09:06:19,814 [INFO] [Progress 74/100] Finished Latent K=16 (D=512, N=90, J=5-7) | Diagonal in 86.8s
2026-06-09 09:06:21,463 [INFO] [Worker 77] Spawned: Latent K=16 (D=512, N=90, J=5-7) | diagonal
2026-06-09 09:06:25,490 [INFO] [Progress 75/100] Finished Latent K=16 (D=512, N=90, J=5-7) | Diagonal in 88.4s
2026-06-09 09:06:27,135 [INFO] [Worker 78] Spawned: Latent K=16 (D=512, N=90, J=5-7) | diagonal
2026-06-09 09:06:39,101 [INFO] [Progress 76/100] Finished Latent K=16 (D=512, N=90, J=5-7) | Diagonal in 86.8s
2026-06-09 09:06:40,749 [INFO] [Worker 79] Spawned: Latent K=16 (D=512, N=90, J=5-7) | diagonal
2026-06-09 09:07:43,454 [INFO] [Progress 77/100] Finished Latent K=16 (D=512, N=90, J=5-7) | Diagonal in 89.1s
2026-06-09 09:07:45,124 [INFO] [Worker 80] Spawned: Latent K=32 (D=640, N=90, J=6-9) | exact
2026-06-09 09:07:49,865 [INFO] [Progress 78/100] Finished Latent K=16 (D=512, N=90, J=5-7) | Diagonal in 88.3s
2026-06-09 09:07:51,517 [INFO] [Worker 81] Spawned: Latent K=32 (D=640, N=90, J=6-9) | exact
2026-06-09 09:07:53,879 [INFO] [Progress 79/100] Finished Latent K=16 (D=512, N=90, J=5-7) | Diagonal in 86.7s
2026-06-09 09:07:55,530 [INFO] [Worker 82] Spawned: Latent K=32 (D=640, N=90, J=6-9) | exact
2026-06-09 09:08:14,533 [INFO] [Progress 80/100] Finished Latent K=16 (D=512, N=90, J=5-7) | Diagonal in 93.6s
2026-06-09 09:08:16,792 [INFO] [Worker 83] Spawned: Latent K=32 (D=640, N=90, J=6-9) | exact
2026-06-09 09:21:07,537 [INFO] [Progress 81/100] Finished Latent K=32 (D=640, N=90, J=6-9) | Exact in 802.3s
2026-06-09 09:21:09,786 [INFO] [Worker 84] Spawned: Latent K=32 (D=640, N=90, J=6-9) | exact
2026-06-09 09:21:33,966 [INFO] [Progress 82/100] Finished Latent K=32 (D=640, N=90, J=6-9) | Exact in 822.4s
2026-06-09 09:21:36,122 [INFO] [Worker 85] Spawned: Latent K=32 (D=640, N=90, J=6-9) | exact
2026-06-09 09:21:53,829 [INFO] [Progress 83/100] Finished Latent K=32 (D=640, N=90, J=6-9) | Exact in 838.2s
2026-06-09 09:21:55,908 [INFO] [Worker 86] Spawned: Latent K=32 (D=640, N=90, J=6-9) | exact
