Run_ID,Parameter,True_Value,Estimate,2.5%,97.5%,R_hat,ESS,Rbias,MSE,Coverage
57,theta1,2.3,-2.30649,-2.89591,-1.77769,1.00019,4865.0,-2.002821739130435,21.2197501201,0
57,theta2,2.6,-2.92099,-4.1979,-2.03347,1.00315,1832.09,-2.123457692307692,30.481330580100003,0
57,theta3,2.9,-3.05464,-4.21078,-2.14373,1.00117,2437.67,-2.0533241379310345,35.457737529599996,0
57,theta4[1],-4.0,-3.9992,-4.47653,-3.56603,0.999927,5659.48,-0.00019999999999997797,6.39999999999859e-07,1
57,theta4[2],-1.0,-1.03729,-1.43091,-0.659698,1.00017,5870.73,0.037290000000000045,0.0013905441000000034,1
57,theta4[3],2.7,2.52603,2.12141,2.93953,1.00011,5686.99,-0.0644333333333334,0.03026556090000006,1
57,theta5[1],-7.5,-7.7815,-9.15756,-6.65006,1.00078,3585.89,0.03753333333333338,0.07924225000000017,1
57,theta5[2],-2.5,-2.76647,-3.60501,-2.01888,1.00029,4969.51,0.10658799999999999,0.07100626089999999,1
57,theta5[3],2.6,2.26509,1.54747,3.04512,0.99989,5688.22,-0.12881153846153856,0.11216470810000018,1
57,theta6[1],-5.5,-5.25507,-5.882,-4.66158,0.999939,5709.41,-0.044532727272727286,0.059990704900000046,1
57,theta6[2],-2.7,-2.53041,-3.05297,-2.01732,0.999911,5615.06,-0.06281111111111123,0.02876076810000012,1
57,theta6[3],2.5,2.1379,1.64327,2.64472,1.00027,6942.07,-0.14483999999999994,0.1311164099999999,1
57,theta7[1],-4.3,-4.34517,-4.71219,-3.99633,1.00042,7283.71,0.010504651162790837,0.002040328900000054,1
57,theta7[2],-1.0,-0.991203,-1.2342,-0.74491,1.00051,6969.43,-0.008797000000000055,7.738720900000096e-05,1
57,theta7[3],1.4,1.3939,1.14246,1.64547,1.00066,7017.49,-0.004357142857142854,3.720999999999993e-05,1
57,lambda[1],1.2,1.38014,0.91879,1.91285,0.999978,3858.27,0.15011666666666665,0.03245041959999999,1
57,lambda[2],4.0,4.58734,3.2672,6.49647,1.00155,1918.32,0.14683500000000005,0.3449682756000002,1
57,lambda[3],4.1,3.63336,2.62556,5.09012,1.00062,1871.58,-0.11381463414634135,0.21775288959999953,1
57,lambda[4],3.1,2.88372,2.5272,3.27541,1.0003,4094.54,-0.06976774193548395,0.04677703840000011,1
