Item,Covariate,Model,Z_Score,SE,Est
Q3_Swallowing,Age_Base,5. LPMM Approximation,-6.447268390626309,0.03633565987615805,-0.23426575137210245
Q3_Swallowing,Bulbar_Onset,5. LPMM Approximation,-4.011339997304761,0.00018222237736932565,-0.0007309559107455379
Q3_Swallowing,FVC_Base,5. LPMM Approximation,10.266159181034483,7.412734134232993e-05,0.0007610030858872374
Q3_Swallowing,BMI_Base,5. LPMM Approximation,-1.9062732718651383,9.431457420798157e-05,-0.0001797893519600164
Q4_Handwriting,Sex_Female,1. Naive LMM,1.285976261931236,0.08452623578662549,0.10869873273200292
Q4_Handwriting,Treatment_Active,1. Naive LMM,-1.5424554260546581,0.08725997271124178,-0.13459461838583628
Q4_Handwriting,Age_Base,1. Naive LMM,3.5060476860736705,0.04035334650688658,0.14148075714579872
Q4_Handwriting,Bulbar_Onset,1. Naive LMM,2.579607503446305,0.0002762942241440918,0.0007127306537609745
Q4_Handwriting,FVC_Base,1. Naive LMM,5.658617074822246,0.00011168538093728692,0.0006319848035797588
Q4_Handwriting,BMI_Base,1. Naive LMM,-0.2943678369509352,0.0001369773902387592,-4.0321738075767695e-05
Q4_Handwriting,Sex_Female,2. Ordinal / IRT,3.2274895735733162,0.06676792831988781,0.21549279250152847
Q4_Handwriting,Treatment_Active,2. Ordinal / IRT,-1.3063771275936882,0.0700484945960748,-0.09150975116268219
Q4_Handwriting,Age_Base,2. Ordinal / IRT,8.47283120739066,0.031374029853638095,0.2658268592455111
Q4_Handwriting,Bulbar_Onset,2. Ordinal / IRT,9.67848500539094,0.00047425736085586934,0.0045900927557398115
Q4_Handwriting,FVC_Base,2. Ordinal / IRT,6.977100694147788,0.00019664673749662914,0.001372024088689629
Q4_Handwriting,BMI_Base,2. Ordinal / IRT,0.12412769053702964,0.00028829018387269503,3.578479472861326e-05
Q4_Handwriting,Sex_Female,3. Discrete AR(1),0.8053136945531717,0.02114772860408384,0.017030555453562544
Q4_Handwriting,Treatment_Active,3. Discrete AR(1),-0.8063163521082446,0.022405008598564393,-0.018065524802148295
Q4_Handwriting,Age_Base,3. Discrete AR(1),2.173446509327895,0.009815817297149754,0.02133415384069051
Q4_Handwriting,Bulbar_Onset,3. Discrete AR(1),3.5253060695752056,0.000541499883048743,0.0019089528243859978
Q4_Handwriting,FVC_Base,3. Discrete AR(1),3.1072524571876134,0.000228646335734622,0.0007104618885383483
Q4_Handwriting,BMI_Base,3. Discrete AR(1),0.48303259342021837,0.0003771663784222369,0.0001821836539202046
Q4_Handwriting,Sex_Female,5. LPMM Approximation,9.669812010449924,0.07066330465971143,0.6833008720965598
Q4_Handwriting,Treatment_Active,5. LPMM Approximation,-1.6125170436351257,0.07169388376664251,-0.11560760949810671
Q4_Handwriting,Age_Base,5. LPMM Approximation,8.97701536249356,0.03259236662160409,0.2925821758621623
Q4_Handwriting,Bulbar_Onset,5. LPMM Approximation,-4.011339997304761,0.00018222237736932565,-0.0007309559107455379
Q4_Handwriting,FVC_Base,5. LPMM Approximation,10.266159181034483,7.412734134232993e-05,0.0007610030858872374
Q4_Handwriting,BMI_Base,5. LPMM Approximation,-1.9062732718651383,9.431457420798157e-05,-0.0001797893519600164
Q5_Cutting,Sex_Female,1. Naive LMM,-0.9092276756394986,0.0954628636262531,-0.08679747760478854
Q5_Cutting,Treatment_Active,1. Naive LMM,-1.0318247920327788,0.09850017037729575,-0.10163491781474646
Q5_Cutting,Age_Base,1. Naive LMM,3.9343588757552905,0.04558176287873041,0.17933501335450602
Q5_Cutting,Bulbar_Onset,1. Naive LMM,0.7743279214138422,0.000280458733436785,0.0002171670281044646
Q5_Cutting,FVC_Base,1. Naive LMM,3.467685505224922,0.00011327077037277412,0.00039278740858732935
Q5_Cutting,BMI_Base,1. Naive LMM,1.7663210425983844,0.00013786911553924244,0.00024352111990139184
Q5_Cutting,Sex_Female,2. Ordinal / IRT,-2.5165296360815836,0.06407536322332485,-0.16124755049418898
Q5_Cutting,Treatment_Active,2. Ordinal / IRT,-1.2463845211291582,0.0673837263756486,-0.083986033530611
Q5_Cutting,Age_Base,2. Ordinal / IRT,9.719886938731035,0.03039468488624171,0.2954329006326264
Q5_Cutting,Bulbar_Onset,2. Ordinal / IRT,10.22868553263384,0.0004616131462789487,0.0047216957110170705
Q5_Cutting,FVC_Base,2. Ordinal / IRT,7.819394924120034,0.0001894125282944795,0.0014810913623105953
Q5_Cutting,BMI_Base,2. Ordinal / IRT,-0.5664713172083897,0.0002754759714732485,-0.00015604923641971186
Q5_Cutting,Sex_Female,3. Discrete AR(1),-0.4334514192411818,0.02010665829860721,-0.008715259575728782
Q5_Cutting,Treatment_Active,3. Discrete AR(1),0.3377442516994207,0.021450622482402214,0.007244824438805706
Q5_Cutting,Age_Base,3. Discrete AR(1),1.8999211165550234,0.009150110277116583,0.017384487734300933
Q5_Cutting,Bulbar_Onset,3. Discrete AR(1),2.168807412708564,0.00048275230632386507,0.0010469967804573538
Q5_Cutting,FVC_Base,3. Discrete AR(1),3.08212006661284,0.00020863011392519609,0.0006430230606285697
Q5_Cutting,BMI_Base,3. Discrete AR(1),1.2802452338489856,0.00035910773528122,0.00045974596653208506
Q5_Cutting,Sex_Female,5. LPMM Approximation,3.66506708251327,0.0680503618789982,0.24940914127583216
