Run_ID,Parameter,True_Value,Estimate,2.5%,97.5%,R_hat,ESS,Rbias,MSE,Coverage
2,theta1,2.3,-1.94188,-2.70128,-1.2982,1.65766,10.0,-1.8442956521739133,17.9935459344,0
2,theta2,2.6,-1.36915,-3.08209,-0.402312,1.97492,10.0,-1.5265961538461539,15.7541517225,0
2,theta3,2.9,-1.17589,-2.27094,-0.175581,2.07623,10.0,-1.4054793103448278,16.6128792921,0
2,theta4[1],-4.0,-2.49832,-4.36702,-1.43958,2.34662,10.0,-0.37542,2.2550428223999996,1
2,theta4[2],-1.0,-0.851756,-1.6259,-0.455115,2.13782,10.0,-0.14824400000000004,0.02197628353600001,1
2,theta4[3],2.7,1.30308,0.569583,2.18196,2.21637,10.0,-0.5173777777777778,1.9513854864000004,0
2,theta5[1],-7.5,-3.53526,-7.34257,-1.82339,2.21597,10.0,-0.528632,15.719163267599999,0
2,theta5[2],-2.5,-1.31456,-2.56124,-0.667536,2.08733,10.0,-0.47417600000000004,1.4052679936,1
2,theta5[3],2.6,0.844249,0.0339094,2.31858,2.2172,10.0,-0.6752888461538461,3.0826615740010004,0
2,theta6[1],-5.5,-3.96507,-6.03014,-2.06223,1.82552,10.0,-0.27907818181818184,2.3560101049,1
2,theta6[2],-2.7,-2.14113,-3.101,-1.25418,1.77904,10.0,-0.20698888888888894,0.31233567690000025,1
2,theta6[3],2.5,1.25592,0.432324,2.0448,1.59926,10.0,-0.497632,1.5477350464000001,0
2,theta7[1],-4.3,-3.72566,-4.40507,-3.01412,2.07496,10.0,-0.1335674418604651,0.32986643559999984,1
2,theta7[2],-1.0,-0.797178,-1.07199,-0.507635,1.18703,10.0,-0.20282199999999995,0.04113676368399998,1
2,theta7[3],1.4,1.20999,0.804469,1.66889,1.26934,10.0,-0.13572142857142858,0.03610380010000001,1
2,lambda[1],1.2,0.386431,1.00056e-06,1.07039,3.09984,10.0,-0.6779741666666667,0.661894517761,0
2,lambda[2],4.0,1.07598,0.00301503,2.71219,2.22857,10.0,-0.731005,8.549892960400001,0
2,lambda[3],4.1,0.908148,1.00503e-06,2.32798,3.09984,10.0,-0.7785004878048781,10.187919189904,0
2,lambda[4],3.1,0.564999,5.59107e-05,2.1065,2.1577,10.0,-0.8177422580645162,6.426230070001002,0
2,lambda[5],5.2,0.69696,1e-06,3.21612,2.66705,10.0,-0.8659692307692308,20.277369241600002,0
2,lambda[6],3.0,0.508958,1.00471e-06,2.34858,3.09984,10.0,-0.8303473333333334,6.205290245764001,0
2,lambda[7],1.7,0.426019,0.0412737,1.19642,2.33042,10.0,-0.7494005882352942,1.6230275883610001,0
2,"beta[1,1]",0.3,-0.294463,-0.648721,0.0209344,0.95428,10.0,-1.9815433333333332,0.35338625836899995,0
2,"beta[1,2]",0.5,-0.480791,-0.637889,-0.215919,1.12195,10.0,-1.961582,0.9619509856809999,0
2,"beta[2,1]",0.1,-0.311334,-0.986488,0.046621,1.52408,10.0,-4.113339999999999,0.169195659556,0
2,"beta[2,2]",0.2,-0.271579,-0.470755,-0.154947,1.71444,10.0,-2.357895,0.22238675324100002,0
2,"beta[3,1]",-0.1,-0.0121148,-0.444654,0.39906,1.05623,10.0,-0.8788520000000001,0.007723808379040002,1
2,"beta[3,2]",0.2,-0.0264493,-0.150736,0.149978,1.0378,10.0,-1.1322465,0.05127928547049001,0
2,"beta[4,1]",-0.2,0.17693,-0.0831271,0.382844,0.961878,10.0,-1.88465,0.1420762249,0
2,"beta[4,2]",0.4,-0.284279,-0.451252,-0.0238475,2.15342,10.0,-1.7106975000000002,0.46823774984100014,0
2,"beta[5,1]",0.3,-0.104785,-0.577918,0.0775226,1.22115,10.0,-1.3492833333333334,0.16385089622500001,0
2,"beta[5,2]",-0.3,0.0654948,-0.0907883,0.390662,1.70905,10.0,-1.2183160000000002,0.13358644882704002,0
2,"beta[6,1]",-0.1,-1.44237e-05,-0.543798,0.293364,1.04692,10.0,-0.999855763,0.009997115468043122,1
2,"beta[6,2]",-0.2,0.13012,-0.153825,0.261725,1.11842,10.0,-1.6506,0.10897921440000001,0
2,"beta[7,1]",-0.2,0.242741,0.100765,0.418556,1.11743,10.0,-2.213705,0.19601959308100003,0
2,"beta[7,2]",-0.1,0.00896778,-0.0648942,0.0981498,1.09785,10.0,-1.0896778,0.0118739770781284,0
2,sigma_bk[1],3.7,3.22598,2.24363,4.17718,2.06988,10.0,-0.1281135135135136,0.2246949604000003,1
2,sigma_bk[2],3.4,2.29189,1.00259e-06,5.89571,2.72246,10.0,-0.32591470588235294,1.2279077720999998,1
2,sigma_bk[3],4.8,2.54978,0.000505345,5.10928,3.09984,10.0,-0.4687958333333333,5.0634900483999985,1
2,sigma_bk[4],3.1,1.3798,1.00006e-06,3.37001,3.09984,10.0,-0.5549032258064517,2.9590880400000006,1
2,sigma_bk[5],6.1,1.952,1e-06,5.84781,3.09984,10.0,-0.6799999999999999,17.205903999999997,0
2,sigma_bk[6],5.1,2.89328,0.409006,4.84211,2.63087,10.0,-0.43269019607843134,4.869613158399999,0
2,sigma_bk[7],1.7,1.70661,0.886684,2.30914,1.94688,10.0,0.00388823529411765,4.369210000000006e-05,1
2,rho,0.6,0.0487089,-0.21882,0.510768,2.29711,10.0,-0.9188185000000001,0.30392187693921,0
2,"Gamma[1,1]",0.18,24.5129,7.91373,43.9992,2.47776,10.0,135.18277777777777,592.09002241,0
2,"Gamma[1,2]",-0.07,-9.29081,-14.525,-4.24083,2.00175,10.0,131.72585714285714,85.0233370561,0
2,"Gamma[2,1]",0.1,3.14609,-3.76566,11.1652,2.60596,10.0,30.4609,9.2786642881,1
2,"Gamma[2,2]",0.15,9.51326,0.947881,19.1232,2.72246,10.0,62.421733333333336,87.6706378276,0
